id,college_id,college,age,preferred_pronouns
3906279658206847,22,Ezra Stiles College,18,he/him
4243050189817473,51,Pierson College,18,she/her
9855085855842054,62,Silliman College,18,he/him
8725105714201712,71,Timothy Dwight College,18,he/him
6006401886671519,31,Jonathan Edwards College,18,she/her
5056835009223887,7,Berkeley College,18,they/them
6027628831872988,49,Pauli Murray College,18,she/her
7310624019091616,51,Pierson College,18,he/him
2239510660532632,7,Berkeley College,18,she/her
9026326899661660,26,Grace Hopper College,18,they/them
3266522918368782,62,Silliman College,18,he/him
0818329384015534,62,Silliman College,18,she/her
7365290474089413,68,Saybrook College,18,she/her
4908679543379895,68,Saybrook College,18,he/him
4534844742308600,10,Branford College,18,she/her
2421326464761668,31,Jonathan Edwards College,18,he/him
2711753668679927,7,Berkeley College,18,she/her
5987067641274056,68,Saybrook College,18,they/them
0558210481743231,7,Berkeley College,18,she/her
3059646591718697,71,Timothy Dwight College,18,he/him
3279341561394081,10,Branford College,18,he/him
4450137713338551,62,Silliman College,18,she/her
1262875530517147,26,Grace Hopper College,18,they/them
5433759748842411,10,Branford College,18,she/her
9200262028290676,68,Saybrook College,18,he/him
0036546076650676,6,Benjamin Franklin College,18,he/him
5423972822495427,6,Benjamin Franklin College,18,he/him
1145947238217589,22,Ezra Stiles College,18,she/her
9647488624091946,49,Pauli Murray College,18,she/her
1546163728927530,7,Berkeley College,18,he/him
4853722297874839,6,Benjamin Franklin College,18,he/him
9405623232337749,46,Morse College,18,he/him
0109287371226480,17,Davenport College,18,she/her
1974244218984929,71,Timothy Dwight College,18,she/her
9676666466176354,49,Pauli Murray College,18,she/her
0528657077745629,31,Jonathan Edwards College,18,he/him
6264567175129090,49,Pauli Murray College,18,she/her
8914571735550632,49,Pauli Murray College,18,he/him
9926117856456389,51,Pierson College,18,he/him
1473635741138331,7,Berkeley College,18,he/him
1128249418700481,49,Pauli Murray College,18,she/her
1077404321548800,51,Pierson College,18,she/her
5254526972293083,46,Morse College,18,he/him
2015561957311551,68,Saybrook College,18,he/him
3186067494057590,62,Silliman College,18,he/him
2148139212344883,22,Ezra Stiles College,18,he/him
2403755491489090,70,Trumbull College,18,he/him
2253807516823324,26,Grace Hopper College,18,he/him
3648689014079654,51,Pierson College,18,she/her
2494837929875913,68,Saybrook College,18,he/him
2108507316293053,10,Branford College,18,she/her
6159730064596077,6,Benjamin Franklin College,18,he/him
3270404147192576,10,Branford College,18,he/him
4527603086300179,51,Pierson College,18,she/her
9683390527027787,46,Morse College,18,she/her
0925020281522266,26,Grace Hopper College,18,she/her
3287447903303310,51,Pierson College,18,he/him
8003381123371484,68,Saybrook College,18,she/her
2381702846913988,49,Pauli Murray College,18,he/him
4897232688280600,17,Davenport College,18,he/him
8166495607715095,70,Trumbull College,18,he/him
2558894659797300,6,Benjamin Franklin College,18,she/her
6059381313248416,46,Morse College,18,she/her
2678202829252027,10,Branford College,18,he/him
6439603281161017,68,Saybrook College,18,he/him
1490587797241357,46,Morse College,18,she/her
9863585785471575,49,Pauli Murray College,18,he/him
2963107296018759,31,Jonathan Edwards College,18,he/him
1274860566186112,22,Ezra Stiles College,18,she/her
7404675537591928,51,Pierson College,18,he/him
8511217152236155,46,Morse College,18,she/her
3568418800559649,49,Pauli Murray College,18,she/her
2537923932839371,46,Morse College,18,she/her
7962065558826689,10,Branford College,18,he/him
2558195101381970,46,Morse College,18,she/her
2560189789167674,51,Pierson College,18,she/her
7809971710264536,49,Pauli Murray College,18,he/him
2631740768128041,6,Benjamin Franklin College,18,she/her
5175668570637498,62,Silliman College,18,she/her
0297232292062568,7,Berkeley College,18,he/him
6547891434005962,46,Morse College,18,she/her
3620975097573421,68,Saybrook College,18,he/him
4343393750099064,31,Jonathan Edwards College,18,he/him
4136339466088139,22,Ezra Stiles College,18,he/him
1502525616944989,10,Branford College,18,she/her
0187869059150263,71,Timothy Dwight College,18,he/him
2533497576296303,7,Berkeley College,18,he/him
5789892065883435,68,Saybrook College,18,he/him
7364074303338101,46,Morse College,18,he/him
9444624892134036,49,Pauli Murray College,18,she/her
0409282066695932,51,Pierson College,18,she/her
0060620830725069,70,Trumbull College,18,she/her
0508091324433150,71,Timothy Dwight College,18,she/her
5999050309910558,31,Jonathan Edwards College,18,he/him
4693348061544938,31,Jonathan Edwards College,18,she/her
5175278677715751,31,Jonathan Edwards College,18,she/her
4180850731583392,49,Pauli Murray College,18,he/him
7964512408452119,68,Saybrook College,18,she/her
7013027879685028,51,Pierson College,18,he/him
4510078606609339,51,Pierson College,18,she/her
4878567102490101,68,Saybrook College,18,she/her
3176501218435670,31,Jonathan Edwards College,18,he/him
0387417184078599,71,Timothy Dwight College,18,she/her
1260683586243718,51,Pierson College,18,he/him
2775186115361153,17,Davenport College,18,he/him
7410231854169277,6,Benjamin Franklin College,18,she/her
4369342612416584,22,Ezra Stiles College,18,he/him
1875335675291816,62,Silliman College,18,she/her
1751067499021185,51,Pierson College,18,she/her
8551105594500094,71,Timothy Dwight College,18,he/him
9278165674693090,62,Silliman College,18,she/her
8486895167780033,68,Saybrook College,18,she/her
4579174751593717,7,Berkeley College,18,she/her
0709599617445813,17,Davenport College,18,he/him
9920206112586454,51,Pierson College,18,he/him
7883813246186582,62,Silliman College,18,he/him
9523146604568814,70,Trumbull College,18,he/him
4086320798458938,17,Davenport College,18,she/her
5721678759231500,62,Silliman College,18,he/him
7203988230222332,22,Ezra Stiles College,18,he/him
3470353457607999,49,Pauli Murray College,18,he/him
6952322344610622,17,Davenport College,18,he/him
8867082870361523,10,Branford College,18,she/her
3856273586720025,10,Branford College,18,he/him
3647324668079593,70,Trumbull College,18,she/her
1179410780501320,26,Grace Hopper College,18,she/her
2289502334144074,17,Davenport College,18,he/him
8015290310540149,7,Berkeley College,18,he/him
4864338279320967,17,Davenport College,18,he/him
6312568702990368,31,Jonathan Edwards College,18,he/him
8381674564950436,70,Trumbull College,18,he/him
7279493090984369,7,Berkeley College,18,he/him
0695602266469680,46,Morse College,18,he/him
2312287742843644,62,Silliman College,18,they/them
5924327990990626,22,Ezra Stiles College,18,he/him
7610833181497815,71,Timothy Dwight College,18,she/her
7340489139792361,6,Benjamin Franklin College,18,he/him
6194976257498080,22,Ezra Stiles College,18,he/him
1680243986254276,22,Ezra Stiles College,18,she/her
3063458258127816,51,Pierson College,18,she/her
6040163412458957,22,Ezra Stiles College,18,she/her
5018706075641970,10,Branford College,18,he/him
9642176436487638,70,Trumbull College,18,he/him
4699442490043800,26,Grace Hopper College,18,he/him
8395849937612731,26,Grace Hopper College,18,he/him
1577246698442029,70,Trumbull College,18,she/her
8617897241458389,49,Pauli Murray College,18,he/him
7808235767777262,62,Silliman College,18,they/them
8074938555407551,49,Pauli Murray College,18,she/her
8319117448768185,7,Berkeley College,18,he/him
2352569873430071,62,Silliman College,18,he/him
6426917403776518,31,Jonathan Edwards College,18,he/him
9605028080053303,51,Pierson College,18,she/her
1829860176647886,62,Silliman College,18,he/him
5706539422787976,6,Benjamin Franklin College,18,she/her
3996957770138669,51,Pierson College,18,she/her
3750689683364535,68,Saybrook College,18,she/her
7794502577484367,7,Berkeley College,18,he/him
0759500516362875,49,Pauli Murray College,18,he/him
9190625222928600,68,Saybrook College,18,he/him
6453618126673737,31,Jonathan Edwards College,18,she/her
4445524272121544,6,Benjamin Franklin College,18,she/her
7345897483380564,7,Berkeley College,18,she/her
8227476103046067,10,Branford College,18,he/him
8907864928605676,26,Grace Hopper College,18,she/her
1898585153615551,22,Ezra Stiles College,18,he/him
2672156358596496,31,Jonathan Edwards College,18,she/her
8507706302346549,49,Pauli Murray College,18,she/her
4768087021945116,6,Benjamin Franklin College,18,he/him
5452138811930327,26,Grace Hopper College,18,he/him
8681433755382832,51,Pierson College,18,she/her
0577293953761733,62,Silliman College,18,she/her
4714701683027029,22,Ezra Stiles College,18,she/her
9721446428726016,31,Jonathan Edwards College,18,he/him
9059560696109615,26,Grace Hopper College,18,he/him
1743427352573153,68,Saybrook College,18,he/him
1049478381152309,68,Saybrook College,18,she/her
7531929405500002,31,Jonathan Edwards College,18,he/him
5294639931443805,31,Jonathan Edwards College,18,she/her
0644850121662627,7,Berkeley College,18,he/him
7975680554709097,71,Timothy Dwight College,18,she/her
1690252852839543,22,Ezra Stiles College,18,she/her
5581249107191232,7,Berkeley College,18,he/him
5313089955878830,31,Jonathan Edwards College,18,she/her
2871026681171555,62,Silliman College,18,he/him
3771561730817755,17,Davenport College,18,he/him
0844752604615261,68,Saybrook College,18,she/her
0956619821631383,51,Pierson College,18,she/her
1555060750040383,62,Silliman College,18,he/him
3210488817461098,70,Trumbull College,18,she/her
4902685435416521,26,Grace Hopper College,18,he/him
1164724068713473,22,Ezra Stiles College,18,he/him
4048285377963512,6,Benjamin Franklin College,18,she/her
9504186150989462,31,Jonathan Edwards College,18,she/her
8082544611964130,7,Berkeley College,18,she/her
4873426786520297,68,Saybrook College,18,he/him
3009475664338531,68,Saybrook College,18,she/her
0326403147059315,10,Branford College,18,he/him
0155106604536314,49,Pauli Murray College,18,she/her
6301301478795598,51,Pierson College,18,he/him
9228278691032304,51,Pierson College,18,she/her
0458408403570292,31,Jonathan Edwards College,18,he/him
1774816870613765,70,Trumbull College,18,they/them
1802477008313963,49,Pauli Murray College,18,he/him
0290284614598038,31,Jonathan Edwards College,18,he/him
7554734940915744,49,Pauli Murray College,18,they/them
0437599959331114,46,Morse College,18,she/her
0758705510992872,46,Morse College,18,he/him
7708613640610507,22,Ezra Stiles College,18,she/her
6874588221622313,6,Benjamin Franklin College,18,he/him
5995353006378154,10,Branford College,18,he/him
0509273622632087,70,Trumbull College,18,they/them
4604544676826592,26,Grace Hopper College,18,he/him
1994690606641764,51,Pierson College,18,he/him
4843373598921414,49,Pauli Murray College,18,he/him
5886096599118157,31,Jonathan Edwards College,18,he/him
1912937012031964,31,Jonathan Edwards College,18,he/him
9308934092093095,22,Ezra Stiles College,18,she/her
1531251814051868,71,Timothy Dwight College,18,he/him
6432540432049575,6,Benjamin Franklin College,18,he/him
9068766796135311,26,Grace Hopper College,18,he/him
9288007347691111,71,Timothy Dwight College,18,she/her
9982492125202243,51,Pierson College,18,she/her
8373505992588248,62,Silliman College,18,she/her
4154192379015516,31,Jonathan Edwards College,18,she/her
4832034505339116,68,Saybrook College,18,he/him
9236378410048424,49,Pauli Murray College,18,he/him
4928104915914776,17,Davenport College,18,she/her
4156294530462283,6,Benjamin Franklin College,18,he/him
9555490384968479,7,Berkeley College,18,she/her
6620096912458299,31,Jonathan Edwards College,18,he/him
4739554165277403,6,Benjamin Franklin College,18,she/her
9588341125651234,70,Trumbull College,18,she/her
5036378989725290,46,Morse College,18,he/him
9647989263528935,62,Silliman College,18,he/him
3108308839171995,70,Trumbull College,18,he/him
4053001419658708,68,Saybrook College,18,he/him
9106627571043576,31,Jonathan Edwards College,18,he/him
9476184927992922,70,Trumbull College,18,she/her
7978078937732031,70,Trumbull College,18,they/them
3299014614652995,10,Branford College,18,he/him
2359470707892719,62,Silliman College,18,she/her
8066370778778441,31,Jonathan Edwards College,18,she/her
7862155790331302,17,Davenport College,18,she/her
1778281286899525,71,Timothy Dwight College,18,she/her
5896990345481888,6,Benjamin Franklin College,18,he/him
0646020508040945,26,Grace Hopper College,18,they/them
4689818696812782,49,Pauli Murray College,18,she/her
0023486238590841,46,Morse College,18,he/him
2995670995095601,70,Trumbull College,18,he/him
1903081127891207,62,Silliman College,18,she/her
3358188593480515,70,Trumbull College,18,she/her
2813964469151395,71,Timothy Dwight College,18,he/him
8264684028447075,6,Benjamin Franklin College,18,she/her
2524177591873633,49,Pauli Murray College,18,she/her
0604904707618702,68,Saybrook College,18,she/her
0222274047137337,7,Berkeley College,18,she/her
6155225173508504,22,Ezra Stiles College,18,he/him
1518107121952823,51,Pierson College,18,he/him
2213655495091323,46,Morse College,18,he/him
3664310304050528,31,Jonathan Edwards College,18,she/her
3771438488382949,6,Benjamin Franklin College,18,he/him
4614197621432204,68,Saybrook College,18,he/him
5049648617794078,17,Davenport College,18,he/him
6750321649960936,10,Branford College,18,they/them
7400343374202928,62,Silliman College,18,she/her
1822332235269341,46,Morse College,18,she/her
0555700717719593,10,Branford College,18,she/her
9325657621580043,49,Pauli Murray College,18,he/him
1001067119452674,70,Trumbull College,18,she/her
6733011938366819,71,Timothy Dwight College,18,they/them
2397940225700757,7,Berkeley College,18,she/her
4482784421493417,71,Timothy Dwight College,18,he/him
1939409796712356,26,Grace Hopper College,18,she/her
7615167146333004,46,Morse College,18,she/her
4209828970823574,10,Branford College,18,he/him
7626497648519677,62,Silliman College,18,he/him
6432132771183875,6,Benjamin Franklin College,18,she/her
8113482157878387,22,Ezra Stiles College,18,he/him
0359436754370512,49,Pauli Murray College,18,he/him
2026484732630598,7,Berkeley College,18,she/her
7800806082739661,70,Trumbull College,18,she/her
7163369744512880,22,Ezra Stiles College,18,he/him
9605893659835630,62,Silliman College,18,she/her
3826435814368634,6,Benjamin Franklin College,18,he/him
2998940877972756,71,Timothy Dwight College,18,he/him
8166675466122336,46,Morse College,18,she/her
8726145215378984,10,Branford College,18,she/her
6150775768721548,22,Ezra Stiles College,18,ze/zir
7262856744593951,10,Branford College,18,he/him
9453947906369411,7,Berkeley College,18,he/him
8726367570280337,68,Saybrook College,18,he/him
6337993302780340,51,Pierson College,18,they/them
6594794464391414,51,Pierson College,18,she/her
7804148539131664,10,Branford College,18,he/him
3999600682090476,6,Benjamin Franklin College,18,she/her
5796839790186643,70,Trumbull College,18,he/him
9863582498543702,71,Timothy Dwight College,18,he/him
9386223436828934,70,Trumbull College,18,he/him
1494494190727416,26,Grace Hopper College,18,she/her
4987415667128378,46,Morse College,18,he/him
3893378696333792,70,Trumbull College,18,he/him
4951090039734308,70,Trumbull College,18,she/her
1421937878153067,62,Silliman College,18,he/him
4006567747226557,51,Pierson College,18,he/him
7242253064270982,68,Saybrook College,18,she/her
2133101180834593,62,Silliman College,18,she/her
9049983753211457,71,Timothy Dwight College,18,he/him
6593176839587469,10,Branford College,18,she/her
9468344983513799,68,Saybrook College,18,she/her
1752030699187129,62,Silliman College,18,he/him
0565451902477271,31,Jonathan Edwards College,18,he/him
2860135464608338,62,Silliman College,18,she/her
1413092013575554,49,Pauli Murray College,18,she/her
9989558841688834,31,Jonathan Edwards College,18,she/her
5946365055442121,62,Silliman College,18,she/her
8051825515102988,31,Jonathan Edwards College,18,she/her
0096219077988267,62,Silliman College,18,he/him
6004153406928045,62,Silliman College,18,he/him
8998888171175529,22,Ezra Stiles College,18,she/her
1907360891328101,10,Branford College,18,he/him
6019570262319516,31,Jonathan Edwards College,18,she/her
1340312406819590,31,Jonathan Edwards College,18,he/him
2054898966982785,62,Silliman College,18,he/him
9998632904802316,22,Ezra Stiles College,18,he/him
7255503093247746,7,Berkeley College,18,she/her
6136462585250214,7,Berkeley College,18,he/him
4688198152062827,71,Timothy Dwight College,18,she/her
3240917740706870,62,Silliman College,18,he/him
9684914711154173,70,Trumbull College,18,he/him
1508196074922738,17,Davenport College,18,he/him
1302843842000725,68,Saybrook College,18,she/her
4850825319494602,51,Pierson College,18,he/him
